,meshcode,tnodeno,snodeno,enodeno,yssnodeno,ysenodeno,geometry
0,513243,64,65,64,14032,255,
1,513243,64,255,14032,64,190,
2,513243,64,360,64,14032,13435,
3,513243,64,13954,14032,64,360,
4,513243,72,73,72,72,196,
5,513243,72,73,72,13772,13644,
6,513243,72,89,72,13772,6429,
7,513243,72,89,72,72,73,
8,513243,72,6429,13772,72,196,
9,513243,72,13873,13772,72,73,
10,513243,76,77,76,13440,12266,
11,513243,76,77,76,13440,12273,
12,513243,76,13764,13440,76,4294,
13,513243,83,84,83,13757,13411,
14,513243,83,11438,14203,13436,316,
15,513243,83,13413,13757,83,2796,
16,513243,83,13629,13436,14203,14248,
17,513243,83,13629,13436,13436,316,
18,513243,90,254,90,13770,1128,
19,513243,90,1128,13770,90,13456,
20,513243,90,1566,90,13770,14249,
21,513243,90,10266,13770,90,1566,
22,513243,92,93,92,14038,482,
23,513243,92,482,14038,92,198,
24,513243,92,1342,92,14038,13454,
25,513243,92,14099,14038,92,1342,
26,513243,98,99,98,98,100,
27,513243,98,99,98,98,317,
28,513243,102,12849,102,106,107,
29,513243,102,12859,106,102,240,
30,513243,102,13165,102,106,12859,
31,513243,102,13453,102,102,12849,
32,513243,103,9811,103,103,13165,
33,513243,103,9811,103,107,9743,
34,513243,103,9811,103,107,108,
35,513243,104,180,104,243,11515,
36,513243,104,242,243,104,5159,
37,513243,104,242,243,104,3501,
38,513243,104,5159,104,104,3501,
39,513243,104,5159,104,243,11514,
40,513243,104,11515,243,104,105,
41,513243,113,114,113,113,690,
42,513243,113,210,113,113,689,
43,513243,113,689,113,113,114,
44,513243,113,690,113,113,210,
45,513243,122,121,122,122,6658,
46,513243,122,123,122,122,121,
47,513243,122,304,122,122,123,
48,513243,122,6658,122,122,304,
49,513243,133,132,133,133,5557,
50,513243,133,132,133,133,134,
51,513243,133,134,133,133,487,
52,513243,133,487,133,133,5557,
53,513243,133,5557,133,133,132,
54,513243,136,137,136,136,938,
55,513243,136,137,136,136,494,
56,513243,136,215,136,136,938,
57,513243,136,494,136,136,215,
58,513243,136,938,136,136,137,
59,513243,145,144,145,145,1120,
60,513243,145,146,145,145,778,
61,513243,150,151,150,150,149,
62,513243,152,154,152,153,203,
63,513243,152,204,153,152,154,
64,513243,152,204,153,153,1651,
65,513243,152,208,152,152,154,
66,513243,152,208,152,153,1651,
67,513243,152,1651,153,152,7646,
68,513243,152,1651,153,152,12580,
69,513243,152,8558,153,153,1651,
70,513243,152,8558,153,152,154,
71,513243,162,163,162,162,230,
72,513243,183,13630,13761,13761,14152,
73,513243,183,13630,13761,183,2454,
74,513243,183,13630,13761,183,4293,
75,513243,193,517,13434,193,192,
76,513243,193,7439,193,13434,13953,
77,513243,193,7440,193,13434,517,
78,513243,193,8456,13434,193,7439,
79,513243,217,227,217,217,216,
80,513243,217,227,217,217,13257,
81,513243,217,1305,217,217,216,
82,513243,262,4139,13405,13405,14093,
83,513243,262,4140,262,13405,264,
84,513243,262,13739,13405,262,261,
85,513243,265,266,265,265,11785,
86,513243,265,936,265,265,266,
87,513243,265,12498,12552,265,266,
88,513243,265,12498,12552,12552,12508,
89,513243,267,7342,267,267,284,
90,513243,276,1737,8476,8476,13907,
91,513243,276,1737,8476,12889,5813,
92,513243,276,14119,12889,276,2657,
93,513243,276,14119,12889,12889,12904,
94,513243,277,11519,277,277,11784,
95,513243,277,11519,277,12503,12498,
96,513243,277,11783,12503,277,11784,
97,513243,277,11783,12503,12503,12498,
98,513243,277,11785,277,277,11519,
99,513243,277,11785,277,12503,11783,
100,513243,277,12505,12503,277,11519,
101,513243,285,266,285,285,11518,
102,513243,285,12306,285,285,939,
103,513243,301,300,301,301,4018,
104,513243,301,4018,301,301,11420,
105,513243,301,7348,301,301,300,
106,513243,301,12774,301,301,7348,
107,513243,315,187,315,315,11494,
108,513243,315,187,315,315,11493,
109,513243,315,187,315,14284,10910,
110,513243,317,12350,317,317,2998,
111,513243,317,12350,317,317,7425,
112,513243,325,8545,325,325,11248,
113,513243,325,11247,325,325,11248,
114,513243,325,11247,325,325,8545,
115,513243,334,335,334,334,542,
116,513243,334,365,334,334,542,
117,513243,334,542,334,334,365,
118,513243,334,542,334,334,2511,
119,513243,338,339,338,338,1171,
120,513243,340,376,340,340,7338,
121,513243,340,7338,340,340,11506,
122,513243,340,11505,340,340,376,
123,513243,340,11506,340,340,11505,
124,513243,342,343,342,342,572,
125,513243,342,343,342,342,12342,
126,513243,342,572,342,342,343,
127,513243,342,12342,342,342,343,
128,513243,342,12342,342,342,572,
129,513243,345,13138,345,345,12402,
130,513243,347,11399,347,347,4417,
131,513243,347,11399,347,347,346,
132,513243,350,351,350,350,385,
133,513243,350,557,350,350,6138,
134,513243,361,362,361,361,11557,
135,513243,361,11399,361,361,11557,
136,513243,361,11556,361,361,11399,
137,513243,363,11400,363,363,12694,
138,513243,363,11400,363,363,362,
139,513243,387,386,13174,387,12066,
140,513243,387,2781,387,13174,1159,
141,513243,389,357,389,389,8354,
142,513243,389,404,389,389,12717,
143,513243,389,8354,389,389,404,
144,513243,389,12717,389,389,357,
145,513243,407,395,407,407,12341,
146,513243,407,9183,407,407,12214,
147,513243,407,12214,407,407,395,
148,513243,407,12341,407,407,9183,
149,513243,434,1644,434,434,639,
150,513243,468,2851,468,468,9755,
151,513243,468,7448,468,468,8609,
152,513243,468,13430,468,468,7448,
153,513243,470,2679,470,470,471,
154,513243,470,8492,470,470,471,
155,513243,503,504,503,503,1423,
156,513243,503,2543,503,503,10648,
157,513243,513,1137,514,514,12261,
158,513243,513,13459,513,513,12261,
159,513243,513,13459,513,514,3909,
160,513243,518,13406,518,518,5630,
161,513243,518,13406,518,518,13404,
162,513243,528,4094,528,528,11486,
163,513243,528,4210,528,528,13052,
164,513243,543,10948,543,543,4362,
165,513243,543,10948,543,543,8062,
166,513243,572,342,572,572,953,
167,513243,572,342,572,572,1590,
168,513243,572,953,572,572,342,
169,513243,572,953,572,572,1590,
170,513243,572,953,572,572,10670,
171,513243,572,1590,572,572,342,
172,513243,572,1590,572,572,953,
173,513243,572,10670,572,572,342,
174,513243,586,587,586,586,1229,
175,513243,586,7596,586,586,3083,
176,513243,587,1229,587,587,1233,
177,513243,597,601,600,1254,3119,
178,513243,597,8728,1254,600,6512,
179,513243,604,13332,604,604,632,
180,513243,618,619,618,618,1003,
181,513243,681,682,12176,681,990,
182,513243,681,1084,681,12176,12152,
183,513243,681,1533,681,12176,682,
184,513243,681,12142,12176,681,1084,
185,513243,684,685,684,684,896,
186,513243,684,895,684,684,685,
187,513243,684,896,684,684,7370,
188,513243,684,7370,684,684,895,
189,513243,686,685,686,686,1548,
190,513243,686,687,686,686,906,
191,513243,704,1324,704,13737,13840,
192,513243,704,6361,704,13737,10100,
193,513243,704,10100,13737,704,1089,
194,513243,704,14243,13737,704,1324,
195,513243,708,709,708,13857,9877,
196,513243,708,5135,708,13857,13429,
197,513243,708,9877,13857,708,1318,
198,513243,708,13431,13857,708,5135,
199,513243,717,716,717,717,725,
200,513243,717,718,717,717,1093,
201,513243,728,729,728,728,7299,
202,513243,728,1337,728,728,7429,
203,513243,728,7299,728,728,1337,
204,513243,728,7429,728,728,729,
205,513243,774,495,774,774,6412,
206,513243,774,6412,774,774,12128,
207,513243,774,10272,774,774,495,
208,513243,774,12128,774,774,10272,
209,513243,791,481,791,13605,10237,
210,513243,791,14025,13605,791,2866,
211,513243,799,800,799,799,7434,
212,513243,822,823,822,822,828,
213,513243,822,12140,822,822,829,
214,513243,825,826,825,825,7353,
215,513243,825,1141,825,825,7341,
216,513243,825,7341,825,825,826,
217,513243,825,7353,825,825,1141,
218,513243,830,829,830,830,7433,
219,513243,830,829,830,830,831,
220,513243,837,526,14200,14200,13406,
221,513243,837,526,14200,837,4140,
222,513243,837,6523,837,14200,526,
223,513243,837,6523,837,837,13066,
224,513243,837,6523,837,837,4140,
225,513243,837,13066,837,14200,13406,
226,513243,876,1157,876,876,12298,
227,513243,876,4373,876,876,12298,
228,513243,876,6185,876,876,4373,
229,513243,876,6185,876,876,1157,
230,513243,876,6185,876,876,6174,
231,513243,876,12290,876,876,6185,
232,513243,876,12298,876,876,12290,
233,513243,876,12298,876,876,1157,
234,513243,876,12298,876,876,4373,
235,513243,876,12298,876,876,6174,
236,513243,883,927,11558,883,11560,
237,513243,883,1168,883,11558,11556,
238,513243,883,11554,11558,883,1168,
239,513243,883,11554,11558,11558,11556,
240,513243,883,11554,11558,11558,927,
241,513243,883,11555,883,883,1168,
242,513243,883,11555,883,11558,927,
243,513243,883,11555,883,883,11560,
244,513243,884,885,884,884,7374,
245,513243,884,885,884,884,4335,
246,513243,884,885,884,884,4330,
247,513243,884,885,884,884,11550,
248,513243,884,885,884,884,6386,
249,513243,884,11549,884,884,4335,
250,513243,884,11549,884,884,885,
251,513243,884,11549,884,884,7374,
252,513243,888,897,888,888,11516,
253,513243,888,11516,888,888,11517,
254,513243,888,11517,888,888,12636,
255,513243,888,12636,888,888,897,
256,513243,910,911,910,910,10350,
257,513243,910,1162,910,910,938,
258,513243,928,1571,928,928,2659,
259,513243,928,1571,928,928,6543,
260,513243,928,1571,928,928,929,
261,513243,928,2659,928,928,6543,
262,513243,928,2659,928,928,929,
263,513243,932,931,932,932,944,
264,513243,932,944,932,932,933,
265,513243,932,945,932,932,931,
266,513243,932,12523,932,932,945,
267,513243,934,12545,12537,934,3998,
268,513243,934,12545,12537,12537,12515,
269,513243,935,12508,12545,935,3997,
270,513243,935,12508,12545,12545,12537,
271,513243,936,935,936,936,265,
272,513243,936,935,936,12508,10587,
273,513243,992,8762,992,992,8755,
274,513243,992,8774,992,992,8765,
275,513243,1343,1298,1343,1343,735,
276,513243,1343,5302,1343,1343,736,
277,513243,1354,1353,1354,1354,11819,
278,513243,1438,1437,1438,13363,13364,
279,513243,1438,6721,1438,13363,10234,
280,513243,1438,10234,13363,1438,11806,
281,513243,1438,13724,13363,1438,1437,
282,513243,1492,11753,1492,1492,10411,
283,513243,1492,11755,1492,1492,5819,
284,513243,1495,1494,1495,1495,11763,
285,513243,1495,12055,1495,1495,2276,
286,513243,1501,13347,13561,1501,4133,
287,513243,1501,13347,13561,13561,13326,
288,513243,1508,7345,1508,1508,4213,
289,513243,1508,7345,1508,1508,1507,
290,513243,1650,7347,11559,1650,11549,
291,513243,1650,7347,11559,1650,6144,
292,513243,1650,7347,11559,1650,7352,
293,513243,1650,7347,11559,11559,11552,
294,513243,1650,11548,11559,1650,7352,
295,513243,1650,11548,11559,11559,11552,
296,513243,1650,11551,1650,11559,7347,
297,513243,1650,11551,1650,1650,6144,
298,513243,1650,11551,1650,1650,11549,
299,513243,1739,864,1739,14131,4147,
300,513243,1739,4147,14131,1739,1740,
301,513243,1739,5960,1739,14131,14074,
302,513243,1739,13370,14131,1739,5960,
303,513243,2131,1992,2131,2131,1317,
304,513243,2131,1992,2131,2131,1334,
305,513243,2131,1992,2131,13394,2130,
306,513243,2319,13740,2319,14149,4186,
307,513243,2319,13946,14149,2319,14334,
308,513243,2547,2532,2547,2547,6246,
309,513243,2547,2546,2547,2547,1175,
310,513243,2783,2782,2783,13655,7026,
311,513243,2783,13482,13655,2783,8233,
312,513243,2785,2784,2785,13645,13775,
313,513243,2785,2803,13645,2785,2786,
314,513243,2785,2807,2785,13645,2803,
315,513243,2785,13773,13645,2785,2784,
316,513243,2793,2808,2793,13862,10916,
317,513243,2793,13759,13862,2793,7020,
318,513243,2807,2792,2807,13775,7072,
319,513243,2807,13645,13775,2807,7070,
320,513243,2815,2816,2815,2815,2819,
321,513243,2865,2713,2865,13366,12998,
322,513243,2865,13402,13366,2865,2176,
323,513243,2882,1592,2882,2882,13502,
324,513243,2882,8341,2882,2882,13971,
325,513243,4083,12380,4083,4083,1737,
326,513243,4083,12380,4083,12877,5840,
327,513243,4083,14118,12877,12877,13548,
328,513243,4083,14118,12877,4083,297,
329,513243,6381,7343,6381,6381,10534,
330,513243,6381,7343,6381,6381,12268,
331,513243,6381,7343,6381,6381,4143,
332,513243,7301,546,7301,7301,5717,
333,513243,7301,546,7301,7301,3978,
334,513243,7359,5258,7359,7359,5259,
335,513243,7359,5278,7359,7359,3563,
336,513243,7401,7400,7401,7401,7402,
337,513243,7401,7402,7401,7401,7403,
338,513243,7401,7403,7401,7401,7404,
339,513243,7401,7404,7401,7401,7400,
340,513243,7428,5249,7428,7428,700,
341,513243,7428,7427,7428,7428,7426,
342,513243,7431,7430,7431,7431,8433,
343,513243,7431,7432,7431,7431,913,
344,513243,7436,7437,7436,13771,13643,
345,513243,7436,7437,7436,13771,7438,
346,513243,7436,7438,13771,7436,7435,
347,513243,7436,7438,13771,7436,7437,
348,513243,7819,263,7819,8263,11410,
349,513243,7819,263,7819,7819,10623,
350,513243,7819,10623,7819,8263,13095,
351,513243,7819,11744,8263,7819,10623,
352,513243,8265,1587,8279,8265,11413,
353,513243,8265,8278,8279,8265,13529,
354,513243,8265,8278,8279,8279,1587,
355,513243,8265,11417,8265,8265,13529,
356,513243,8265,11417,8265,8279,1587,
357,513243,8265,13529,8265,8279,11416,
358,513243,8329,8223,8329,8329,8731,
359,513243,8341,12436,8341,8341,2882,
360,513243,8585,397,8585,8585,8587,
361,513243,8585,8587,8585,8585,397,
362,513243,8585,8587,8585,8585,12863,
363,513243,8591,8592,8591,8591,2672,
364,513243,8591,12918,8591,8591,13230,
365,513243,10941,12458,10941,10941,11648,
366,513243,10941,13173,10941,10941,12418,
367,513243,12054,12053,12054,13401,13402,
368,513243,12054,12385,12054,13401,13581,
369,513243,12054,13581,13401,12054,2744,
370,513243,12054,13581,13401,13401,13402,
371,513243,12054,13843,13401,12054,12053,
372,513243,12416,13548,12876,12416,13989,
373,513243,12416,13804,12416,12876,296,
374,513243,12447,12435,12447,12447,14255,
375,513243,12447,12441,12447,12447,13656,
376,513243,12447,13656,12447,12447,12435,
377,513243,12447,14255,12447,12447,12441,
378,513243,12607,858,12607,12607,859,
379,513243,12607,858,12607,12607,12762,
380,513243,12607,12762,12607,12607,859,
381,513243,12607,12762,12607,12607,858,
382,513243,13310,12397,13310,13911,8094,
383,513243,13310,12484,13911,13310,1654,
384,513243,13388,615,13388,13731,14192,
385,513243,13388,7373,13731,13388,615,
386,513243,13388,14238,13388,13731,14330,
387,513243,13388,14330,13731,13388,7366,
388,513243,13666,2658,13666,13666,12326,
389,513243,13666,2658,13666,13666,12331,
390,513243,13666,12326,13666,13666,12436,
391,513243,13666,12436,13666,13666,13973,
392,513243,13666,13785,13666,13666,2658,
393,513243,13746,13614,13850,13850,13745,
394,513243,13746,13614,13850,13850,4284,
395,513243,13746,13614,13850,13853,13951,
396,513243,13774,8124,13774,13774,14314,
397,513243,13774,13875,13774,13774,14101,
398,513243,13774,14101,13774,13774,8124,
399,513243,13774,14314,13774,13774,13875,
400,513243,13927,14401,13927,13927,14010,
401,513243,13940,6597,13940,14023,14407,
402,513243,13940,13358,14023,13940,14088,
403,513243,13940,14389,13940,14023,13358,
404,513243,13940,14430,14023,13940,6597,
405,513243,14009,7394,14009,14009,7395,
406,513243,14009,7395,14009,14009,13575,
407,513243,14009,13355,14009,14009,7394,
408,513243,14009,13575,14009,14009,13355,
409,513243,14287,14411,14287,14287,13151,
410,513243,14287,14411,14287,14287,14339,
411,513243,14321,11764,14321,14364,14399,
412,513243,14321,12058,14364,14321,11764,
413,513243,14321,14168,14321,14364,14346,
414,513243,14321,14346,14364,14321,13903,
415,513243,14348,14367,14348,14348,452,
